Item ID,Sentiment,SentimentText,Recommended complaint category,cleaned_text,final_text,word_count
100,5,@RailMinIndia there is no any intimation by railway about the tatkal ticket cancelation PNR n-2319127483 Trn n12430 96964500028004198641,Ticketing & Reservation,railminindia there is no any intimation by railway about the tatkal ticket cancelation pnr n trn n,railminindia intimation railway tatkal ticket cancelation pnr n trn n,10
101,5,"@RailMinIndia sir my train ticket is not comform from Abu Road to Mumbai, my mother is sick, plz help sirPNR NO 2217892889DOJ 9.6.16",Ticketing & Reservation,railminindia sir my train ticket is not comform from abu road to mumbai my mother is sick plz help sirpnr no doj,railminindia sir train ticket comform abu road mumbai mother sick plz help sirpnr doj,14
102,5,@RailMinIndia Sir...........I am trying to make tickets from new delhi to darbhanga(Bihar) from last week not getting confirm.please help,Ticketing & Reservation,railminindia siri am trying to make tickets from new delhi to darbhangabihar from last week not getting confirmplease help,railminindia siri trying make tickets new delhi darbhangabihar last week getting confirmplease help,13
103,3,@sureshpprabhu @RailMinIndia  sir train no 12488 have no Pantry Car....and important thing is that it is long route train....,Food & Catering,sureshpprabhu railminindia sir train no have no pantry carand important thing is that it is long route train,sureshpprabhu railminindia sir train pantry carand important thing long route train,11
104,5,@RailMinIndia got double tatkal tickets cnfrmd through same Login costing 12k technical issue costed double[IRCTC #3515189] @drmsecunderabad,Ticketing & Reservation,railminindia got double tatkal tickets cnfrmd through same login costing k technical issue costed doubleirctc drmsecunderabad,railminindia got double tatkal tickets cnfrmd login costing k technical issue costed doubleirctc drmsecunderabad,14
105,3,"@RailMinIndia @sureshpprabhu our pnr is 8403479266 food is pathetic, water is not cool, cold drings is warm and sandwitch is stale....",Food & Catering,railminindia sureshpprabhu our pnr is food is pathetic water is not cool cold drings is warm and sandwitch is stale,railminindia sureshpprabhu pnr food pathetic water cool cold drings warm sandwitch stale,12
106,6,"@RailMinIndia Thanks for UTS app for facilitating hassle free travel, but it's good to provide training for TC's also.@BhargavaTadi",Irrelevant & Noise,railminindia thanks for uts app for facilitating hassle free travel but its good to provide training for tcs alsobhargavatadi,railminindia thanks uts app facilitating hassle free travel good provide training tcs alsobhargavatadi,13
107,1,hanging chains of the middle berth broken  pnr 4512791357,Safety & Security,hanging chains of the middle berth broken pnr,hanging chains middle berth broken pnr,6
108,4,@sureshpprabhu @RailMinIndia if you have delayed for me then thank you so muchBoarded on train thank you so much again,Delay / Running Status,sureshpprabhu railminindia if you have delayed for me then thank you so muchboarded on train thank you so much again,sureshpprabhu railminindia delayed thank muchboarded train thank much,8
109,0,@sureshpprabhu @RailMinIndia @gmner_gkp @DRM_ASN Train 15047  light are not working passengers are suffering #Help https://t.co/6fnIJV8Vga,Cleanliness & Facilities,sureshpprabhu railminindia gmnergkp drmasn train light are not working passengers are suffering help,sureshpprabhu railminindia gmnergkp drmasn train light working passengers suffering help,10
110,5,@RailMinIndia PNR NO. 6107451949,Ticketing & Reservation,railminindia pnr no,railminindia pnr,2
111,6,@RailMinIndia... security lags at delhi sarai Rohilla Rly stn... No checking... Xray scnr ws der but no body to operate that,Irrelevant & Noise,railminindia security lags at delhi sarai rohilla rly stn no checking xray scnr ws der but no body to operate that,railminindia security lags delhi sarai rohilla rly stn checking xray scnr ws der body operate,15
112,4,@sureshpprabhu @RailMinIndia booked ticket for 14312 ADI to JP. Train is late by more than 8 hrs. Want to cancel the reservn bt not allowng,Delay / Running Status,sureshpprabhu railminindia booked ticket for adi to jp train is late by more than hrs want to cancel the reservn bt not allowng,sureshpprabhu railminindia booked ticket adi jp train late hrs want cancel reservn bt allowng,14
113,0,@RailMinIndia @sureshpprabhu 18546 East cost express sleeper class S9 toilet is too smelling from source station.,Cleanliness & Facilities,railminindia sureshpprabhu east cost express sleeper class s toilet is too smelling from source station,railminindia sureshpprabhu east cost express sleeper class toilet smelling source station,11
114,4,@RailMinIndia unable to trace my Parcel from delhi. I m from cbe. Parcel off staff have no idea whether material loaded or not. Wat do i do,Delay / Running Status,railminindia unable to trace my parcel from delhi i m from cbe parcel off staff have no idea whether material loaded or not wat do i do,railminindia unable trace parcel delhi cbe parcel staff idea whether material loaded wat,13
115,5,14316 TTE comes only after hapur stn when majority of ticketless passengers have deboarded. It's useless to buy tic… https://t.co/aNSeZwgOwT,Ticketing & Reservation,tte comes only after hapur stn when majority of ticketless passengers have deboarded its useless to buy tic,tte comes hapur stn majority ticketless passengers deboarded useless buy tic,11
116,2,@RailMinIndia we are traveling in 19806 we have child who is vomiting much and water is not in any coach. Plz fill water in coaches and help,Medical Emergency,railminindia we are traveling in we have child who is vomiting much and water is not in any coach plz fill water in coaches and help,railminindia traveling child vomiting much water coach plz fill water coaches help,12
117,6,@RailMinIndia @khushalvakharia That’s poor railways.poor very poor.,Irrelevant & Noise,railminindia khushalvakharia thats poor railwayspoor very poor,railminindia khushalvakharia thats poor railwayspoor poor,6
118,0,@RailMinIndia sir ye sab hal habibaganj station (m.p) Bhopal ka hai toilet ka hai https://t.co/qXotLh1TtX,Cleanliness & Facilities,railminindia sir ye sab hal habibaganj station mp bhopal ka hai toilet ka hai,railminindia sir ye sab hal habibaganj station mp bhopal ka hai toilet ka hai,14
119,0,"@RailMinIndia @sureshpprabhu PNR - 6756068777, AC not working, dirty towel and pillow cover.",Cleanliness & Facilities,railminindia sureshpprabhu pnr ac not working dirty towel and pillow cover,railminindia sureshpprabhu pnr ac working dirty towel pillow cover,9
120,0,@RailMinIndia - fan not working on 12673 Cheran Express S11 70,Cleanliness & Facilities,railminindia fan not working on cheran express s,railminindia fan working cheran express,5
121,5,"@RailMinIndia I'm Cancer Pt When I booked   tkt fr checkup with my brother as escort,they say no possiblities of tkt fr my daugh 6yr(1/2 tkt",Ticketing & Reservation,railminindia im cancer pt when i booked tkt fr checkup with my brother as escortthey say no possiblities of tkt fr my daugh yr tkt,railminindia im cancer pt booked tkt fr checkup brother escortthey say possiblities tkt fr daugh yr tkt,17
122,4,@RailMinIndia @sureshpprabhu I'm a passenger in Aleppey-Chennai Superfast train. Hoping to catch at least last bus. :(#indianrailwaydelay,Delay / Running Status,railminindia sureshpprabhu im a passenger in aleppeychennai superfast train hoping to catch at least last bus indianrailwaydelay,railminindia sureshpprabhu im passenger aleppeychennai superfast train hoping catch least last bus indianrailwaydelay,13
123,3,"@RailMinIndia Dear sir, The food served in most of shatabdi trains is substandard ,dal and paneer is tasteless.",Food & Catering,railminindia dear sir the food served in most of shatabdi trains is substandard dal and paneer is tasteless,railminindia dear sir food served shatabdi trains substandard dal paneer tasteless,11
124,0,@RailMinIndia there is huge huge scope to improve #train bathroom.. they r extremely dirty &amp; spread germs @sureshpprabhu #mumbai #india,Cleanliness & Facilities,railminindia there is huge huge scope to improve train bathroom they r extremely dirty amp spread germs sureshpprabhu mumbai india,railminindia huge huge scope improve train bathroom r extremely dirty amp spread germs sureshpprabhu mumbai india,16
125,3,@RailMinIndia @sureshpprabhu at patna jn pf- 3 shop exprss food delvry chargng 20 rs for 15 rs water bottle.pls take action. PNR:6553173362,Food & Catering,railminindia sureshpprabhu at patna jn pf shop exprss food delvry chargng rs for rs water bottlepls take action pnr,railminindia sureshpprabhu patna jn pf shop exprss food delvry chargng rs rs water bottlepls take action pnr,17
126,1,@RailMinIndia Train about to arrive window clerk  Sadhana Sharma goes missing https://t.co/IowsfPtApN,Safety & Security,railminindia train about to arrive window clerk sadhana sharma goes missing,railminindia train arrive window clerk sadhana sharma goes missing,9
127,5,"@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc If your clerk can give tickets than why he is not giving, why u advertisi… https://t.co/teieqXvILl",Ticketing & Reservation,irctcltd railminindia piyushgoyaloffc if your clerk can give tickets than why he is not giving why u advertisi,irctcltd railminindia piyushgoyaloffc clerk give tickets giving u advertisi,9
128,5,"@RailMinIndia Sir i m ankit singh previous day i had booked a ticket in tatkal quota but i get wt list please help me, Pnr no 6453141801",Ticketing & Reservation,railminindia sir i m ankit singh previous day i had booked a ticket in tatkal quota but i get wt list please help me pnr no,railminindia sir ankit singh previous day booked ticket tatkal quota get wt list please help pnr,16
129,1,"@RailMinIndia @AbhayOjhaIn @atulmishrag1981 Sir,said missing person could not be traced despite best effort.Pl lodge missing report with GRP",Safety & Security,railminindia abhayojhain atulmishrag sirsaid missing person could not be traced despite best effortpl lodge missing report with grp,railminindia abhayojhain atulmishrag sirsaid missing person could traced despite best effortpl lodge missing report grp,15
130,4,@RailMinIndia PNR4740479198 coaches D1 and D2 are missing in the train. Please check it. Because of this I had to miss the train,Delay / Running Status,railminindia pnr coaches d and d are missing in the train please check it because of this i had to miss the train,railminindia pnr coaches missing train please check miss train,9
131,4,@RailMinIndia I have a booking in Train Number 07006 RXL-HYB special from Gaya but when I want to see the current s… https://t.co/iI4vB2JJ8S,Delay / Running Status,railminindia i have a booking in train number rxlhyb special from gaya but when i want to see the current s,railminindia booking train number rxlhyb special gaya want see current,10
